ID,Category,Language,Display Text,Spoken Text,Character Count,Text Hash,Status
TTS_LEVEL_BEGINNER,level,en,Training hours: 30 hours,"If your level is beginner, your training will be 30 hours over 11 days. After the level assessment, go to reception and take a number, then wait for customer service to complete the fee payment. After payment, you'll take the simulation session at the main building, then the theory test. Once you pass, you can schedule your practical training dates through customer service or the website, and reach the practical field location by scanning the code.",452,22336fe5c2a066a1df15b4fa9bfa1d683d378a5aafa80c06b620596ccaa5f99c,pending
TTS_LEVEL_BEGINNER,level,ur,تربیت کے گھنٹے: 30 گھنٹے,اگر آپ کی سطح ابتدائی ہے تو آپ کی تربیت 30 گھنٹے اور 11 دن پر مشتمل ہوگی۔ سطح کے تعین کے بعد استقبالیہ پر جا کر نمبر لیں، پھر فیس کی ادائیگی کے لیے کسٹمر سروس کا انتظار کریں۔ ادائیگی کے بعد مرکزی عمارت میں سمولیشن سیشن ہوگا، پھر تھیوری ٹیسٹ۔ پاس ہونے کے بعد آپ کسٹمر سروس یا ویب سائٹ کے ذریعے عملی تربیت کی تاریخیں طے کر سکتے ہیں، اور کوڈ اسکین کر کے عملی میدان کے مقام تک پہنچ سکتے ہیں۔,387,60354c937251f9a68e10c1b4672d77685bef0a7a725c61e156ddbe48471bd51f,pending
TTS_LEVEL_BEGINNER,level,hi,प्रशिक्षण घंटे: 30 घंटे,"अगर आपका स्तर शुरुआती है, तो आपका प्रशिक्षण 30 घंटे और 11 दिन का होगा। स्तर निर्धारण के बाद रिसेप्शन जाकर नंबर लें, फिर शुल्क भुगतान के लिए ग्राहक सेवा का इंतज़ार करें। भुगतान के बाद मुख्य भवन में सिमुलेशन सत्र होगा, फिर थ्योरी परीक्षा। पास होने के बाद आप ग्राहक सेवा या वेबसाइट के माध्यम से व्यावहारिक प्रशिक्षण की तारीखें तय कर सकते हैं, और कोड स्कैन करके व्यावहारिक मैदान तक पहुँच सकते हैं।",393,f852e34fbefa895a4f3e66f26eb7c2349469625da40fb1d3b4f0ae9a1be9a74d,pending
TTS_LEVEL_BEGINNER,level,pa,تربیت کے گھنٹے: 30 گھنٹے,اگر آپ کی سطح ابتدائی ہے تو آپ کی تربیت 30 گھنٹے اور 11 دن پر مشتمل ہوگی۔ سطح کے تعین کے بعد استقبالیہ پر جا کر نمبر لیں، پھر فیس کی ادائیگی کے لیے کسٹمر سروس کا انتظار کریں۔ ادائیگی کے بعد مرکزی عمارت میں سمولیشن سیشن ہوگا، پھر تھیوری ٹیسٹ۔ پاس ہونے کے بعد آپ کسٹمر سروس یا ویب سائٹ کے ذریعے عملی تربیت کی تاریخیں طے کر سکتے ہیں، اور کوڈ اسکین کر کے عملی میدان کے مقام تک پہنچ سکتے ہیں۔,387,60354c937251f9a68e10c1b4672d77685bef0a7a725c61e156ddbe48471bd51f,pending
TTS_LEVEL_BEGINNER,level,fr,Heures de formation : 30 heures,"Si votre niveau est débutant, votre formation durera 30 heures sur 11 jours. Après la détermination du niveau, rendez-vous à la réception pour prendre un ticket, puis attendez le service client pour finaliser le paiement. Après le paiement, vous ferez la séance de simulation au bâtiment principal, puis l'examen théorique. Une fois réussi, vous pourrez planifier vos dates de formation pratique via le service client ou le site web, et rejoindre le terrain pratique en scannant le code.",487,2debc58e5f5bbd6d03f9b000a0e6d1c71548214cbc7e59c18efbc5aeb58c1861,pending
TTS_LEVEL_BEGINNER,level,it,Ore di formazione: 30 ore,"Se il tuo livello è principiante, la tua formazione durerà 30 ore in 11 giorni. Dopo la valutazione del livello, vai alla reception per prendere un numero, poi attendi il servizio clienti per completare il pagamento. Dopo il pagamento, farai la sessione di simulazione presso l'edificio principale, poi l'esame teorico. Una volta superato, potrai pianificare le date della formazione pratica tramite il servizio clienti o il sito web, e raggiungere il campo pratico scansionando il codice.",489,0956d2bb3e98325b858c163d0963f5fd884c4494ff2c15953ff35890a6e2928d,pending
TTS_LEVEL_BEGINNER,level,bn,প্রশিক্ষণ ঘণ্টা: ৩০ ঘণ্টা,"আপনার স্তর যদি শিক্ষানবিশ হয়, তাহলে আপনার প্রশিক্ষণ হবে ৩০ ঘণ্টা এবং ১১ দিন। স্তর নির্ধারণের পর রিসেপশনে গিয়ে নম্বর নিন, তারপর ফি প্রদানের জন্য কাস্টমার সার্ভিসের অপেক্ষা করুন। প্রদানের পর প্রধান ভবনে সিমুলেশন সেশন হবে, তারপর তত্ত্বীয় পরীক্ষা। পাস করার পর আপনি কাস্টমার সার্ভিস বা ওয়েবসাইটের মাধ্যমে ব্যবহারিক প্রশিক্ষণের তারিখ নির্ধারণ করতে পারবেন, এবং কোড স্ক্যান করে ব্যবহারিক মাঠে পৌঁছাতে পারবেন।",404,feca81026f9fc0af3e49aa903e27f001b2d70e2ab921f9b2ceec902f1ab248ef,pending
TTS_LEVEL_BEGINNER,level,tr,Eğitim saatleri: 30 saat,"Seviyeniz başlangıç ise, eğitiminiz 11 gün boyunca 30 saat sürecektir. Seviye belirlemeden sonra resepsiyona gidip numara alın, ardından ödemeyi tamamlamak için müşteri hizmetlerini bekleyin. Ödemeden sonra ana binada simülasyon seansına, ardından teori sınavına gireceksiniz. Geçtikten sonra müşteri hizmetleri veya web sitesi üzerinden uygulamalı eğitim tarihlerinizi belirleyebilir, kodu tarayarak uygulama sahasına ulaşabilirsiniz.",435,5d49b37ecf9fcb0f7dbed01be24b0fdbe85b9dd9ed2169d18ba7f098b67818a1,pending
TTS_LEVEL_INTERMEDIATE,level,ar,عدد ساعات التدريب: 15 ساعة,إذا كان تقييمك متوسط، بيكون تدريبك 15 ساعة على 5 أيام. بعد تحديد المستوى، تتوجه للاستقبال وتاخذ رقم، وبعدها تنتظر خدمة العملاء عشان تكمل دفع الرسوم. بعد الدفع، تاخذ حصة المحاكاة في المبنى الرئيسي، وبعدها الاختبار النظري. وإذا اجتزت الاختبار، تقدر تحدد مواعيد التدريب العملي عن طريق خدمة العملاء أو من الموقع، وتوصل لموقع الميدان العملي عن طريق مسح الرمز.,354,10de8918444ae56ec8ac835f31e9dd84a62ebb377a303a67b26b4774ea7f81eb,pending
TTS_LEVEL_INTERMEDIATE,level,en,Training hours: 15 hours,"If your level is intermediate, your training will be 15 hours over 5 days. After the level assessment, go to reception and take a number, then wait for customer service to complete the fee payment. After payment, you'll take the simulation session at the main building, then the theory test. Once you pass, you can schedule your practical training dates through customer service or the website, and reach the practical field location by scanning the code.",455,7260220cfcf8b82df8ae4d5cb14fa3966aa813ee00e8e29a38aba842bc43088b,pending
TTS_LEVEL_INTERMEDIATE,level,ur,تربیت کے گھنٹے: 15 گھنٹے,اگر آپ کی سطح درمیانہ ہے تو آپ کی تربیت 15 گھنٹے اور 5 دن پر مشتمل ہوگی۔ سطح کے تعین کے بعد استقبالیہ پر جا کر نمبر لیں، پھر فیس کی ادائیگی کے لیے کسٹمر سروس کا انتظار کریں۔ ادائیگی کے بعد مرکزی عمارت میں سمولیشن سیشن ہوگا، پھر تھیوری ٹیسٹ۔ پاس ہونے کے بعد آپ کسٹمر سروس یا ویب سائٹ کے ذریعے عملی تربیت کی تاریخیں طے کر سکتے ہیں، اور کوڈ اسکین کر کے عملی میدان کے مقام تک پہنچ سکتے ہیں۔,386,76c64e1a66c94d9ae4da70d685dd9b52a15fcb52c4ab51d7f9c45c5d045031d2,pending
TTS_LEVEL_INTERMEDIATE,level,hi,प्रशिक्षण घंटे: 15 घंटे,"अगर आपका स्तर मध्यम है, तो आपका प्रशिक्षण 15 घंटे और 5 दिन का होगा। स्तर निर्धारण के बाद रिसेप्शन जाकर नंबर लें, फिर शुल्क भुगतान के लिए ग्राहक सेवा का इंतज़ार करें। भुगतान के बाद मुख्य भवन में सिमुलेशन सत्र होगा, फिर थ्योरी परीक्षा। पास होने के बाद आप ग्राहक सेवा या वेबसाइट के माध्यम से व्यावहारिक प्रशिक्षण की तारीखें तय कर सकते हैं, और कोड स्कैन करके व्यावहारिक मैदान तक पहुँच सकते हैं।",390,166f6e50e6816b0d13a3c2a31e55cbf07efec807b2da70cf9081593cdf064c70,pending
TTS_LEVEL_INTERMEDIATE,level,pa,تربیت کے گھنٹے: 15 گھنٹے,اگر آپ کی سطح درمیانہ ہے تو آپ کی تربیت 15 گھنٹے اور 5 دن پر مشتمل ہوگی۔ سطح کے تعین کے بعد استقبالیہ پر جا کر نمبر لیں، پھر فیس کی ادائیگی کے لیے کسٹمر سروس کا انتظار کریں۔ ادائیگی کے بعد مرکزی عمارت میں سمولیشن سیشن ہوگا، پھر تھیوری ٹیسٹ۔ پاس ہونے کے بعد آپ کسٹمر سروس یا ویب سائٹ کے ذریعے عملی تربیت کی تاریخیں طے کر سکتے ہیں، اور کوڈ اسکین کر کے عملی میدان کے مقام تک پہنچ سکتے ہیں۔,386,76c64e1a66c94d9ae4da70d685dd9b52a15fcb52c4ab51d7f9c45c5d045031d2,pending
TTS_LEVEL_INTERMEDIATE,level,fr,Heures de formation : 15 heures,"Si votre niveau est intermédiaire, votre formation durera 15 heures sur 5 jours. Après la détermination du niveau, rendez-vous à la réception pour prendre un ticket, puis attendez le service client pour finaliser le paiement. Après le paiement, vous ferez la séance de simulation au bâtiment principal, puis l'examen théorique. Une fois réussi, vous pourrez planifier vos dates de formation pratique via le service client ou le site web, et rejoindre le terrain pratique en scannant le code.",491,a03e51d0ffab24537f55676cebe1769cf0bba5c5447286091c14d87335c18d01,pending
TTS_LEVEL_INTERMEDIATE,level,it,Ore di formazione: 15 ore,"Se il tuo livello è intermedio, la tua formazione durerà 15 ore in 5 giorni. Dopo la valutazione del livello, vai alla reception per prendere un numero, poi attendi il servizio clienti per completare il pagamento. Dopo il pagamento, farai la sessione di simulazione presso l'edificio principale, poi l'esame teorico. Una volta superato, potrai pianificare le date della formazione pratica tramite il servizio clienti o il sito web, e raggiungere il campo pratico scansionando il codice.",486,1ea24a467a030a1ccbca87381cc43e574df95635160c073827b8d5f089ee3dbc,pending
TTS_LEVEL_INTERMEDIATE,level,bn,প্রশিক্ষণ ঘণ্টা: ১৫ ঘণ্টা,"আপনার স্তর যদি মধ্যম হয়, তাহলে আপনার প্রশিক্ষণ হবে ১৫ ঘণ্টা এবং ৫ দিন। স্তর নির্ধারণের পর রিসেপশনে গিয়ে নম্বর নিন, তারপর ফি প্রদানের জন্য কাস্টমার সার্ভিসের অপেক্ষা করুন। প্রদানের পর প্রধান ভবনে সিমুলেশন সেশন হবে, তারপর তত্ত্বীয় পরীক্ষা। পাস করার পর আপনি কাস্টমার সার্ভিস বা ওয়েবসাইটের মাধ্যমে ব্যবহারিক প্রশিক্ষণের তারিখ নির্ধারণ করতে পারবেন, এবং কোড স্ক্যান করে ব্যবহারিক মাঠে পৌঁছাতে পারবেন।",398,09790fa93d3696b310ab85797483758666efc42ae9672a865ef77bcf5934e6ac,pending
TTS_LEVEL_INTERMEDIATE,level,tr,Eğitim saatleri: 15 saat,"Seviyeniz orta ise, eğitiminiz 5 gün boyunca 15 saat sürecektir. Seviye belirlemeden sonra resepsiyona gidip numara alın, ardından ödemeyi tamamlamak için müşteri hizmetlerini bekleyin. Ödemeden sonra ana binada simülasyon seansına, ardından teori sınavına gireceksiniz. Geçtikten sonra müşteri hizmetleri veya web sitesi üzerinden uygulamalı eğitim tarihlerinizi belirleyebilir, kodu tarayarak uygulama sahasına ulaşabilirsiniz.",429,3241bf69a1a07892b6a720f2c73bb7850d1e58b46ee26c3be8a29d66f6618db6,pending
TTS_LEVEL_ADVANCED,level,ar,عدد ساعات التدريب: 6 ساعات,إذا كان تقييمك متقدم، بيكون تدريبك 6 ساعات في يوم واحد. بعد تحديد المستوى، تتوجه للاستقبال وتاخذ رقم، وبعدها تنتظر خدمة العملاء عشان تكمل دفع الرسوم. بعد الدفع، ما تحتاج حصة محاكاة، تتوجه مباشرة للاختبار النظري في المبنى الرئيسي. وإذا اجتزت الاختبار، تقدر تحدد مواعيد التدريب العملي عن طريق خدمة العملاء أو من الموقع، وتوصل لموقع الميدان العملي عن طريق مسح الرمز.,363,ac6b0e689c05df662304b79e95c6ab742929f303ced826bbda1caae29052d896,pending
TTS_LEVEL_ADVANCED,level,en,Training hours: 6 hours,"If your level is advanced, your training will be 6 hours in a single day. After the level assessment, go to reception and take a number, then wait for customer service to complete the fee payment. After payment, no simulation session is needed — go directly to the theory test at the main building. Once you pass, you can schedule your practical training dates through customer service or the website, and reach the practical field location by scanning the code.",462,cce87969ae944ef97e501758af1b4e3121b423b9383c88ac66813f12028e6ce9,pending
TTS_LEVEL_ADVANCED,level,ur,تربیت کے گھنٹے: 6 گھنٹے,اگر آپ کی سطح اعلیٰ ہے تو آپ کی تربیت صرف 6 گھنٹے اور ایک دن پر مشتمل ہوگی۔ سطح کے تعین کے بعد استقبالیہ پر جا کر نمبر لیں، پھر فیس کی ادائیگی کے لیے کسٹمر سروس کا انتظار کریں۔ ادائیگی کے بعد سمولیشن سیشن کی ضرورت نہیں، براہ راست مرکزی عمارت میں تھیوری ٹیسٹ دیں۔ پاس ہونے کے بعد آپ کسٹمر سروس یا ویب سائٹ کے ذریعے عملی تربیت کی تاریخیں طے کر سکتے ہیں، اور کوڈ اسکین کر کے عملی میدان کے مقام تک پہنچ سکتے ہیں۔,408,6ed6dc77eb69963410933a10a128b8a082ed788ce36ccdba7beabf3b0f4a1464,pending
TTS_LEVEL_ADVANCED,level,hi,प्रशिक्षण घंटे: 6 घंटे,"अगर आपका स्तर उन्नत है, तो आपका प्रशिक्षण केवल 6 घंटे और एक दिन का होगा। स्तर निर्धारण के बाद रिसेप्शन जाकर नंबर लें, फिर शुल्क भुगतान के लिए ग्राहक सेवा का इंतज़ार करें। भुगतान के बाद सिमुलेशन सत्र की ज़रूरत नहीं, सीधे मुख्य भवन में थ्योरी परीक्षा दें। पास होने के बाद आप ग्राहक सेवा या वेबसाइट के माध्यम से व्यावहारिक प्रशिक्षण की तारीखें तय कर सकते हैं, और कोड स्कैन करके व्यावहारिक मैदान तक पहुँच सकते हैं।",410,069cf570d022ab10095066a834402b53b44537820c112753dda2ea542f2438d8,pending
TTS_LEVEL_ADVANCED,level,pa,تربیت کے گھنٹے: 6 گھنٹے,اگر آپ کی سطح اعلیٰ ہے تو آپ کی تربیت صرف 6 گھنٹے اور ایک دن پر مشتمل ہوگی۔ سطح کے تعین کے بعد استقبالیہ پر جا کر نمبر لیں، پھر فیس کی ادائیگی کے لیے کسٹمر سروس کا انتظار کریں۔ ادائیگی کے بعد سمولیشن سیشن کی ضرورت نہیں، براہ راست مرکزی عمارت میں تھیوری ٹیسٹ دیں۔ پاس ہونے کے بعد آپ کسٹمر سروس یا ویب سائٹ کے ذریعے عملی تربیت کی تاریخیں طے کر سکتے ہیں، اور کوڈ اسکین کر کے عملی میدان کے مقام تک پہنچ سکتے ہیں۔,408,6ed6dc77eb69963410933a10a128b8a082ed788ce36ccdba7beabf3b0f4a1464,pending
TTS_LEVEL_ADVANCED,level,fr,Heures de formation : 6 heures,"Si votre niveau est avancé, votre formation ne durera que 6 heures en une seule journée. Après la détermination du niveau, rendez-vous à la réception pour prendre un ticket, puis attendez le service client pour finaliser le paiement. Après le paiement, aucune séance de simulation n'est nécessaire — passez directement à l'examen théorique au bâtiment principal. Une fois réussi, vous pourrez planifier vos dates de formation pratique via le service client ou le site web, et rejoindre le terrain pratique en scannant le code.",526,cd3a074425401409bbef2954ba6d4f05fd5ad8978e5b86e0373ca6e96375e4bc,pending
TTS_LEVEL_ADVANCED,level,it,Ore di formazione: 6 ore,"Se il tuo livello è avanzato, la tua formazione durerà solo 6 ore in un giorno. Dopo la valutazione del livello, vai alla reception per prendere un numero, poi attendi il servizio clienti per completare il pagamento. Dopo il pagamento, non è necessaria alcuna sessione di simulazione — vai direttamente all'esame teorico presso l'edificio principale. Una volta superato, potrai pianificare le date della formazione pratica tramite il servizio clienti o il sito web, e raggiungere il campo pratico scansionando il codice.",520,ff3bb97366dd7274c5ef9345f1a25f99d1fff95a50a2944a9456375f864f0020,pending
TTS_LEVEL_ADVANCED,level,bn,প্রশিক্ষণ ঘণ্টা: ৬ ঘণ্টা,"আপনার স্তর যদি উন্নত হয়, তাহলে আপনার প্রশিক্ষণ হবে মাত্র ৬ ঘণ্টা এবং এক দিন। স্তর নির্ধারণের পর রিসেপশনে গিয়ে নম্বর নিন, তারপর ফি প্রদানের জন্য কাস্টমার সার্ভিসের অপেক্ষা করুন। প্রদানের পর সিমুলেশন সেশনের প্রয়োজন নেই, সরাসরি প্রধান ভবনে তত্ত্বীয় পরীক্ষা দিন। পাস করার পর আপনি কাস্টমার সার্ভিস বা ওয়েবসাইটের মাধ্যমে ব্যবহারিক প্রশিক্ষণের তারিখ নির্ধারণ করতে পারবেন, এবং কোড স্ক্যান করে ব্যবহারিক মাঠে পৌঁছাতে পারবেন।",420,2d26ff8cc79be17592823ccbbb549f72caa449a8f4a0ae9145cd280fb13f9adb,pending
TTS_LEVEL_ADVANCED,level,tr,Eğitim saatleri: 6 saat,"Seviyeniz ileri ise, eğitiminiz sadece tek günde 6 saat sürecektir. Seviye belirlemeden sonra resepsiyona gidip numara alın, ardından ödemeyi tamamlamak için müşteri hizmetlerini bekleyin. Ödemeden sonra simülasyon seansına gerek yoktur — doğrudan ana binada teori sınavına girin. Geçtikten sonra müşteri hizmetleri veya web sitesi üzerinden uygulamalı eğitim tarihlerinizi belirleyebilir, kodu tarayarak uygulama sahasına ulaşabilirsiniz.",439,c0964901c4fb7a16931cb6d31e0c33d01761c16ddb5e73faa3d0045cc4f39ed0,pending
TTS_LEVEL_UNKNOWN,level,ar,تأكيد عدد الساعات,إذا ما تعرف عدد الساعات المحددة لك، ما عليك. خذ تذكرة انتظار من الاستقبال وتوجّه لخدمة العملاء، والموظف بيساعدك ويتأكد لك من البرنامج المناسب.,142,dbabb3702e874851a32f3c59b7024b351e6f033a9878492c33fcc843fa679f0d,pending
TTS_LEVEL_UNKNOWN,level,en,Confirm your hours,"If you're not sure about your assigned hours, no problem. Take a queue ticket from reception and go to customer service — the staff will help confirm the right program for you.",176,39d63be567aca8f0078e415f4b8a8e7404eee613cf93ff86ca1822c327e80af4,pending
TTS_LEVEL_UNKNOWN,level,ur,گھنٹوں کی تصدیق,اگر آپ کو اپنے مقرر کردہ گھنٹوں کا علم نہیں تو کوئی مسئلہ نہیں۔ استقبالیہ سے نمبر لیں اور کسٹمر سروس پر جائیں، عملہ آپ کے لیے مناسب پروگرام کی تصدیق کرے گا۔,156,e3e0c36e34b6656e67da4cacdd9666963a40220611bec8bea88f8b0b5c3297dc,pending
TTS_LEVEL_UNKNOWN,level,hi,घंटों की पुष्टि,"अगर आपको अपने निर्धारित घंटों की जानकारी नहीं है, तो कोई बात नहीं। रिसेप्शन से टोकन लें और ग्राहक सेवा पर जाएँ, कर्मचारी आपके लिए उपयुक्त कार्यक्रम की पुष्टि करेंगे।",165,15ca6679dcf9d8188bc09e29b6325d2357b4a44c11ad53885ce1d470b8550dcf,pending
TTS_LEVEL_UNKNOWN,level,pa,گھنٹوں کی تصدیق,اگر آپ کو اپنے مقرر کردہ گھنٹوں کا علم نہیں تو کوئی مسئلہ نہیں۔ استقبالیہ سے نمبر لیں اور کسٹمر سروس پر جائیں، عملہ آپ کے لیے مناسب پروگرام کی تصدیق کرے گا۔,156,e3e0c36e34b6656e67da4cacdd9666963a40220611bec8bea88f8b0b5c3297dc,pending
TTS_LEVEL_UNKNOWN,level,fr,Vérifier vos heures,"Si vous ne connaissez pas votre nombre d'heures attribué, ce n'est pas un problème. Prenez un ticket à la réception et rendez-vous au service client — le personnel confirmera le programme qui vous convient.",206,a7d492d3746b5af42ab83832259deaba3c4745f602beacfb0eb120a132b43025,pending
TTS_LEVEL_UNKNOWN,level,it,Verifica le tue ore,"Se non conosci il numero di ore assegnate, non preoccuparti. Prendi un numero alla reception e vai al servizio clienti — il personale confermerà il programma più adatto a te.",174,cc330b738245e1c0a3d5700592aa1d39866c84d638e811fa7106e2f7e67552dc,pending
TTS_LEVEL_UNKNOWN,level,bn,ঘণ্টা নিশ্চিতকরণ,"আপনার নির্ধারিত ঘণ্টা সম্পর্কে না জানলে, কোনো সমস্যা নেই। রিসেপশন থেকে টোকেন নিন এবং কাস্টমার সার্ভিসে যান, কর্মী আপনার জন্য উপযুক্ত প্রোগ্রাম নিশ্চিত করবেন।",157,d20274936976ade3e5e6a857529eab834f58ac662181d8f16b2d312961a2afe7,pending
TTS_LEVEL_UNKNOWN,level,tr,Saatlerinizi doğrulayın,Atanan saat sayınızı bilmiyorsanız sorun değil. Resepsiyondan bir sıra numarası alın ve müşteri hizmetlerine gidin — personel sizin için uygun programı doğrulayacaktır.,168,8c0713b1e5d20d9a5d89cd14ec73996c5b84c6312993ed4a3ee2a725ad1d7a67,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,ar,احجز موعد الاختبار العملي,الخطوة الجاية هي حجز موعد للاختبار العملي. الاختبار يكون في مبنى المرور، وبعد ما تحجز موعدك، تقدر توصل للموقع عن طريق مسح الرمز الظاهر أمامك.,141,0664b9c7cd10046d90c023a8743dfd6921307e30bc92e26079587f7a644a28f7,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,en,Book your practical exam,"The next step is to book an appointment for your practical exam. The exam takes place at the Traffic Building, and once you've booked your appointment, you can reach the location by scanning the code shown in front of you.",222,564785a760af2a095a072e78d031058e64fe9db09b34187afdc58e7e65ee04a7,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,ur,عملی امتحان کی بکنگ,اگلا مرحلہ یہ ہے کہ آپ اپنے عملی امتحان کے لیے وقت بک کریں۔ امتحان ٹریفک عمارت میں ہوگا، اور وقت بک کرنے کے بعد آپ سامنے دکھائے گئے کوڈ کو اسکین کر کے مقام تک پہنچ سکتے ہیں۔,173,76bbe1299e39fb7c7016164199983100b727056f1e3bbb715fa61d9f3205ce45,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,hi,व्यावहारिक परीक्षा बुक करें,"अगला कदम है अपनी व्यावहारिक परीक्षा के लिए अपॉइंटमेंट बुक करना। परीक्षा यातायात भवन में होगी, और अपॉइंटमेंट बुक करने के बाद आप सामने दिखाए गए कोड को स्कैन करके स्थान तक पहुँच सकते हैं।",184,bb69fa143a9c7c09ca8eb7460d390bf2466f2d62aec5c2eb8a5ff2ea36b4c002,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,pa,عملی امتحان کی بکنگ,اگلا مرحلہ یہ ہے کہ آپ اپنے عملی امتحان کے لیے وقت بک کریں۔ امتحان ٹریفک عمارت میں ہوگا، اور وقت بک کرنے کے بعد آپ سامنے دکھائے گئے کوڈ کو اسکین کر کے مقام تک پہنچ سکتے ہیں۔,173,76bbe1299e39fb7c7016164199983100b727056f1e3bbb715fa61d9f3205ce45,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,fr,Réserver votre examen pratique,"La prochaine étape consiste à réserver un rendez-vous pour votre examen pratique. L'examen se déroule au bâtiment de la circulation, et une fois votre rendez-vous réservé, vous pouvez accéder au lieu en scannant le code affiché devant vous.",240,1d206a2a4074d5f4a3300b84a266b4b28f7a32da79f44776eedcbf520633da5b,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,it,Prenota il tuo esame pratico,"Il prossimo passo è prenotare un appuntamento per il tuo esame pratico. L'esame si svolge presso l'edificio del traffico, e una volta prenotato l'appuntamento potrai raggiungere la posizione scansionando il codice mostrato davanti a te.",236,756d2a933d7524be4067d4a1d2471fc047561fa02676cc5980b13e68003c709b,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,bn,ব্যবহারিক পরীক্ষা বুক করুন,"পরবর্তী ধাপ হলো আপনার ব্যবহারিক পরীক্ষার জন্য অ্যাপয়েন্টমেন্ট বুক করা। পরীক্ষা ট্রাফিক ভবনে হবে, এবং অ্যাপয়েন্টমেন্ট বুক করার পর আপনি সামনে দেখানো কোড স্ক্যান করে স্থানে পৌঁছাতে পারবেন।",187,17d4a80b8b508b331ecbb6fcc92ec7bf578bf444065efcef87adf99d128867a5,pending
TTS_PRACTICAL_EXAM_BOOKING,practical_exam,tr,Uygulama sınavınızı ayırtın,"Bir sonraki adım, uygulamalı sınavınız için randevu almaktır. Sınav Trafik Binası'nda yapılır ve randevunuzu aldıktan sonra önünüzde gösterilen kodu tarayarak konuma ulaşabilirsiniz.",182,afb0a837484d10fe609da961ac8ebb09947023ffc2bcd62fb3f7d5c35247b376,pending
